id,name,description,manufacturer
b0007q7mg2,902453-007-b rumba unix-hp edition - upgrade license - 1 user - volume - level b ( 5-49 ) - c,netmanage 902453-007-b : usually ships in 24 hours : : the rumba product family provides users secure access to mission-critical applications and data residing on virtually any host system from the latest windows desktops including windows xp and ...,
b0007q7mg2,902453-007-e rumba unix-hp edition - upgrade license - 1 user - volume - level e ( 1000-1999,netmanage 902453-007-e : usually ships in 24 hours : : the rumba product family provides users secure access to mission-critical applications and data residing on virtually any host system from the latest windows desktops including windows xp and ...,
b000b5ue6y,crystal reports xi professional edition - complete package,crystal reports xi professional edition - complete package - 1 user - win - french,
b000ndibaa,adobe illustrator cs3 upgrade from freehand for mac,system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 512mb ram (1gb recommended) 2.5gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card dvd-rom drive ...,
b0001wn1ee,microsoft powerpoint 2004 software - mac apple & mac software,powerpoint 2004 presentation software - mac the powerpoint 2004 presentation software for mac from microsoft offers mac users the industry standard powerpoint tools to create business presentations. use powerpoint to craft presentations with rich ...,
b000jgf410,money prem 2007 cd minibox,money premium 2007 win32 english north america us only cd mini box non-rebate,microsoft
b000hcl5sm,dora the explorer: dora world adventures pc cd-rom,travel around the world with dora and swiper to recover the missing friendship day parades all over the world. meet new friends and overcome pre-school-appropriate challenges as you explore activities and games from china tanzania russia and ...,
b0000cg4ah,windows sbs cal 2003 20-clt addpak device cal - microsoft - t74-00003,small businesses are doing more with less in today's business environment. information technology (it) professionals can help small businesses do more by deploying windows small business server 2003 to provide security-enhanced reliable it ...,
b000e8jl80,adobe after effects professional 7 software for windows effects software,after effects professional 7 software for windows the after effects professional 7.0 software for windows from adobe is a powerful 2d and 3d compositing software suite. it features hundreds of effects and animation presets to bring a new dimension ...,
b000coxs30,hp procurve mobility manager - ( v. 1.0 ) - license and media,hp procurve mobility manager - ( v. 1.0 ) - license and media - 1 user - win,
b0001y7poo,sp linux we 50 lic/cd 3.0c,,
b0001y7poo,sp linux we 50 lic/cd 3.0c,,
b000ndibq4,adobe photoshop cs3 extended for mac,system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 512mb ram 64mb vram 2gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card dvd-rom drive internet or ...,
b000ndibq4,adobe photoshop cs3 extended software full version for macintosh,adorama camera: ideal for film video and multimedia professionals and graphic and web designers using 3d and motion as well as professionals in engineering and science adobe photoshop cs3 extended software delivers everything in photoshop cs3 ...,
b000ndibci,adobe indesign cs3 for mac,system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 256mb ram (512mb recommended) 1.6gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card dvd-rom drive ...,
b000j00xf8,corel intervideo dvd copy 5 platinum software for windows authoring software,dvd copy 5 platinum software for windows the dvd copy 5 platinum software for windows from corel intervideo is an easy-to-use program that allows you to copy dvd discs convert video for the ipod or psp and capture hdv video for burning. it features ...,
b000hlp5do,adobe premiere elements 3 and photoshop elements 5 software for windows consumer video editing software,premiere elements 3 and photoshop elements 5 software for windows the premiere elements 3 and photoshop elements 5 software for windows from adobe is a bundle of the popular home video editing and photo editing software packages from adobe. premiere ...,
b000edkurg,world of rainbow fish (a9839m2h),world of rainbow fish brand: global software publishing mpn: a9839m2h variant name: world of rainbow fish,
b000kzf7oo,microsoft w87-02380 office sbe 2007 win32,office sbe 2007 win32,
b000e8jlai,adobe 22011152 audition2 win retail ue 1u,audition2 win retail ue 1u,
b000e8jlai,adobe audition 2.0 audio production software music production software,audition 2.0 - multi-track audio production software for music radio and video - windows xp adobe audition 2.0 software is the all-in-one toolset for professional audio production allowing the user to record mix edit and master digital audio files. ...,
b000hc0m36,qb credit card kit 3.0,quickbooks credit card kit v3.0 (2007),intuit
b0008ewsai,instant immersion italian 2.0,topics entertainment instant immersion italian 2.0 this 5 cd-rom suite immerses you in the learning process with cultural videos entertaining games and interactive lessons with native speakers windows/mac,topics entertainment
b00009adf3,instant immersion 33 languages,topics entertainment instant immersion 33 languages with the step-by-step instruction in 33 native tongues making up instant immersion 33 languages your only dilemma is deciding which language you want to speak first! windows mac & xp pc,topics entertainment
b00009adf3,instant immersion 33 languages,topics entertainment instant immersion 33 languages with the step-by-step instruction in 33 native tongues making up instant immersion 33 languages your only dilemma is deciding which language you want to speak first! windows mac & xp pc,
b00009apn8,the printshop 20,overview the print shop 20 delivers thousands of irresistible project ideas including greeting cards calendars photo projects crafts and so much more. enliven your creations with a huge array of exciting design elements like premium artwork and ...,
b000rwdd9q,sibelius sibelius 5 software - educational discount music production software,sibelius 5 - software for writing playing printing and publishing music notation for mac os x and windows - educational discount sibelius 5 from sibelius is a fully featured and complete software solution for writing playing printing and publishing ...,
